screen,control,expected_behavior,actual_result,status,severity,exact_fix_location,evidence_source,app,role,locale,layout,viewport,control_type
payroll,Interviews,"Safe interaction changes route, panel, form value, or sends a successful request.",Control disappeared after safe screen refresh; state-dependent.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
payroll,Calendar,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
payroll,Onboarding,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
payroll,Attendance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
payroll,Leave,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
payroll,Shifts,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
payroll,Payroll,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
payroll,Analytics,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
payroll,Compliance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
payroll,Alerts & Delivery,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
payroll,"Vendor package, upload, reconcile","Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,tab
payroll,Review attendance hours — not the vendor package,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,tab
payroll,Records,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,tab
payroll,Show authority details,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
payroll,Refresh,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
payroll,Run checklist,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
payroll,Packages & results,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
payroll,Exceptions2,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
payroll,Audit,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
payroll,CSV guide,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
payroll,Please enter a short reason (required for audit),Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,input
payroll,Pay period,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,combobox
payroll,start,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,input
payroll,end,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,input
payroll,Create input package,Disabled control is visibly disabled or explained.,Visible and disabled.,pass,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
payroll,Open exceptions (2),Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
analytics,Wathefni Assistant,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
analytics,Jobs,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
analytics,Candidates,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
analytics,Interviews,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
analytics,Calendar,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
analytics,Onboarding,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
analytics,Attendance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
analytics,Leave,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
analytics,Shifts,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
analytics,Payroll,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
analytics,Analytics,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
analytics,Compliance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
analytics,Alerts & Delivery,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
analytics,Refresh,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
analytics,Open Needs Attention,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
analytics,Definitions & sources,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,Wathefni Assistant,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,Jobs,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,Interviews,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,Calendar,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,Onboarding,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,Attendance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,Leave,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,Shifts,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,Payroll,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,Analytics,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,Compliance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,Alerts & Delivery,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,Refresh,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,Findings,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,tab
compliance,All documents,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,tab
compliance,Needs review,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,Missing (20),"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,Expiring,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,Expired,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,All (20),"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
compliance,Definitions & authority,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
notifications,Wathefni Assistant,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
notifications,Jobs,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
notifications,Interviews,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
notifications,Calendar,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
notifications,Onboarding,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
notifications,Attendance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
notifications,Leave,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
notifications,Shifts,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
notifications,Payroll,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
notifications,Analytics,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
notifications,Compliance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
notifications,Alerts & Delivery,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
notifications,Refresh,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
activity,Wathefni Assistant,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
activity,Jobs,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
activity,Candidates,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
activity,Interviews,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
activity,Calendar,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
activity,Onboarding,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
activity,Attendance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
activity,Leave,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
activity,Shifts,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
activity,Payroll,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
activity,Analytics,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
activity,Compliance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
activity,Alerts & Delivery,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
activity,Active,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
activity,History,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
activity,SHW1 Synth d8ee5588ApprovedAnnual · Full day · 21 Aug 2026Next action: May cancel before start,"Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
activity,View details,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
settings,Wathefni Assistant,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
settings,Jobs,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
settings,Interviews,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
settings,Calendar,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
settings,Onboarding,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
settings,Attendance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
settings,Leave,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
settings,Shifts,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
settings,Payroll,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
settings,Analytics,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
settings,Compliance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
settings,Alerts & Delivery,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
settings,Active,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
settings,History,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
settings,SHW1 Synth d8ee5588ApprovedAnnual · Full day · 21 Aug 2026Next action: May cancel before start,"Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
settings,View details,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,en,LTR,desktop,button
jobs,مساعد واثقني,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,الوظائف,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,المرشحون,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,المقابلات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,التقويم,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,التهيئة,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,الحضور,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,الإجازات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,الورديات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,الرواتب,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,التحليلات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,الامتثال,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,التنبيهات والتسليم,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,تحديث,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,إنشاء الوظائف غير متاح لدورك,Disabled control is visibly disabled or explained.,Visible and disabled.,pass,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,إنشاء بمساعدة المساعد,Disabled control is visibly disabled or explained.,Visible and disabled.,pass,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,English,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,ابحث بالعنوان أو الرمز…,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,input
jobs,مفتوحة9,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,مسودة0,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,موقوفة مؤقتًا1,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,مغلقة2,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,الكل,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,مفتوحة,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
